CODITEM,ITEM,LINEA,ANIO,SEMANA,DEMANDA,DEMANDA_T_1,DEMANDA_T_2,MEDIA_MOVIL_4,STD_4,ES_CRITICO,STOCK_MINIMO
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,33,4.0,12.0,3.0,7.75,4.924428900898052,True,19
30372,"CODOS DE 2"" X 45",AASS,2025,33,16.0,41.0,7.0,26.0,17.146428199482248,True,65
30373,"CODOS DE 2"" X90",AASS,2025,33,16.0,36.0,8.0,24.75,15.129992289048486,True,62
30376,"CODOS DE 4"" X 45",AASS,2025,33,9.0,16.0,1.0,7.25,6.751543033509698,True,18
30377,"CODOS DE 4"" X 90",AASS,2025,33,4.0,10.0,9.0,6.25,3.8622100754188224,True,16
30378,"REJILLA CROMADA DE 2""",AASS,2025,33,1.0,1.0,6.0,3.75,3.2015621187164225,True,9
30386,"YEE DE 2""",AASS,2025,33,1.0,6.0,9.0,5.25,3.304037933599835,True,13
30388,"YEE 4""",AASS,2025,33,4.0,5.0,1.0,4.75,3.304037933599835,True,12
30389,YEE 4A2,AASS,2025,33,4.0,8.0,2.0,5.0,2.5819888974716108,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,33,2.0,5.0,6.0,3.75,2.0615528128088303,True,9
30412,"CODO 1/2"" X45",AAPP,2025,33,9.0,10.0,24.0,12.5,7.76745346515403,True,31
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,33,84.0,121.0,66.0,68.25,49.74853431676824,True,171
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,33,24.0,9.0,12.0,17.25,7.889866919029751,True,43
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,33,5.0,14.0,24.0,11.0,10.23067283548187,True,28
30435,UNION ROSCABLE 3/4,AAPP,2025,33,9.0,5.0,5.0,5.25,2.8722813232690143,True,13
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,33,15.0,10.0,21.0,14.0,5.228129047119444,True,35
30512,TEFLON 19MM*02MM*15M,AAPP,2025,33,9.0,8.0,10.0,9.25,0.9574271077563477,True,23
30532,"REJILLA PLASTICA DE 2""",AASS,2025,33,2.0,1.0,5.0,5.75,6.3966136874651625,True,14
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,33,6.0,3.0,2.0,3.0,2.160246899469287,True,8
AAPP-006,"TEE DE 3/4""",AAPP,2025,33,6.0,4.0,4.0,4.0,1.632993161855455,True,10
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,33,22.0,28.0,30.0,26.5,3.4156502553198385,True,66
AAPP-011,"UNION DE 1/2""",AAPP,2025,33,9.0,9.0,6.0,6.5,3.3166247903553967,True,16
AAPP-012,"CODO ROSCABLE 3/4"" X 45",AAPP,2025,33,3.0,3.0,2.0,7.0,8.679477710861024,True,18
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,33,1.0,5.0,6.0,9.0,10.23067283548187,True,22
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,33,2.0,7.0,5.0,6.25,3.7749172176353736,True,16
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,33,4.0,6.0,2.0,4.0,1.41,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,33,7.0,5.0,4.0,4.75,1.48,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,33,6.0,3.0,2.0,4.5,2.06,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,33,5.0,6.0,7.0,5.75,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,33,5.0,8.0,6.0,6.0,1.22,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,33,13.0,10.0,5.0,8.25,3.42,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,33,4.0,10.0,5.0,5.75,2.49,True,15
30369,"TUBOS DE 2""",AASS,2025,34,7.0,4.0,11.0,5.75,4.272001872658765,True,14
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,34,6.0,4.0,12.0,6.25,4.031128874149275,True,16
30372,"CODOS DE 2"" X 45",AASS,2025,34,20.0,16.0,41.0,21.0,14.39907404430345,True,52
30373,"CODOS DE 2"" X90",AASS,2025,34,20.0,16.0,36.0,20.0,11.775681155103795,True,50
30376,"CODOS DE 4"" X 45",AASS,2025,34,3.0,9.0,16.0,7.25,6.751543033509698,True,18
30377,"CODOS DE 4"" X 90",AASS,2025,34,4.0,4.0,10.0,6.75,3.2015621187164243,True,17
30378,"REJILLA CROMADA DE 2""",AASS,2025,34,4.0,1.0,1.0,3.0,2.449489742783176,True,8
30386,"YEE DE 2""",AASS,2025,34,3.0,1.0,6.0,4.75,3.5,True,12
30388,"YEE 4""",AASS,2025,34,3.0,4.0,5.0,3.25,1.707825127659933,True,8
30389,YEE 4A2,AASS,2025,34,5.0,4.0,8.0,4.75,2.5,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,34,3.0,2.0,5.0,4.0,1.8257418583505536,True,10
30397,"SIFON DE 2""",AASS,2025,34,8.0,9.0,3.0,9.5,6.244997998398397,True,24
30412,"CODO 1/2"" X45",AAPP,2025,34,12.0,9.0,10.0,13.75,6.946221994724903,True,34
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,34,59.0,84.0,121.0,82.5,27.74286695110414,True,206
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,34,2.0,24.0,9.0,11.75,9.17877987534291,True,29
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,34,23.0,5.0,14.0,16.5,8.888194417315589,True,41
30435,UNION ROSCABLE 3/4,AAPP,2025,34,6.0,9.0,5.0,6.25,1.892969448600092,True,16
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,34,6.0,7.0,4.0,4.75,2.217355782608348,True,12
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,34,3.0,7.0,6.0,7.75,5.1234753829798,True,19
30512,TEFLON 19MM*02MM*15M,AAPP,2025,34,12.0,9.0,8.0,9.75,1.7078251276599383,True,24
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,34,5.0,2.0,4.0,3.5,1.290994448735808,True,9
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,34,25.0,22.0,28.0,26.25,3.499999999999973,True,66
AAPP-011,"UNION DE 1/2""",AAPP,2025,34,20.0,9.0,9.0,11.0,6.164414002968975,True,28
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,34,5.0,4.0,6.0,4.25,1.48,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,34,8.0,7.0,5.0,6.0,1.58,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,34,5.0,6.0,3.0,4.0,1.58,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,34,5.0,5.0,6.0,5.75,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,34,3.0,5.0,8.0,5.5,1.8,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,34,2.0,13.0,10.0,7.5,4.27,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,34,3.0,4.0,10.0,5.5,2.69,True,15
30370,"TUBOS DE 3"" - 3ML",AASS,2025,35,3.0,13.0,1.0,4.5,5.744562646538029,True,11
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,35,1.0,6.0,4.0,5.75,4.645786621588784,True,14
30372,"CODOS DE 2"" X 45",AASS,2025,35,17.0,20.0,16.0,23.5,11.789826122551595,True,59
30373,"CODOS DE 2"" X90",AASS,2025,35,42.0,20.0,16.0,28.5,12.476644848141934,True,71
30376,"CODOS DE 4"" X 45",AASS,2025,35,3.0,3.0,9.0,7.75,6.18465843842649,True,19
30377,"CODOS DE 4"" X 90",AASS,2025,35,2.0,4.0,4.0,5.0,3.4641016151377544,True,12
30378,"REJILLA CROMADA DE 2""",AASS,2025,35,6.0,4.0,1.0,3.0,2.449489742783176,True,8
30385,"TEE DE 2""",AASS,2025,35,9.0,2.0,2.0,4.25,3.304037933599835,True,11
30386,"YEE DE 2""",AASS,2025,35,3.0,3.0,1.0,3.25,2.06155281280883,True,8
30388,"YEE 4""",AASS,2025,35,2.0,3.0,4.0,3.5,1.2909944487358054,True,9
30389,YEE 4A2,AASS,2025,35,2.0,5.0,4.0,4.75,2.5,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,35,2.0,3.0,2.0,3.0,1.4142135623730951,True,8
30397,"SIFON DE 2""",AASS,2025,35,6.0,8.0,9.0,6.5,2.645751311064589,True,16
30412,"CODO 1/2"" X45",AAPP,2025,35,18.0,12.0,9.0,12.25,4.031128874149276,True,31
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,35,105.0,59.0,84.0,92.25,26.849891371599,True,231
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,35,6.0,2.0,3.0,3.0,2.160246899469287,True,8
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,35,24.0,23.0,5.0,16.5,8.888194417315589,True,41
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,35,16.0,6.0,7.0,8.25,5.315072906367326,True,21
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,35,1.0,8.0,2.0,4.0,3.162277660168379,True,10
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,35,14.0,13.0,7.0,9.0,5.597618541248889,True,22
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,35,20.0,15.0,10.0,16.5,5.0662280511902935,True,41
30512,TEFLON 19MM*02MM*15M,AAPP,2025,35,6.0,12.0,9.0,8.75,2.500000000000004,True,22
30532,"REJILLA PLASTICA DE 2""",AASS,2025,35,6.0,3.0,2.0,3.0,2.160246899469286,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,35,18.0,5.0,2.0,7.25,7.274384280931732,True,18
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,35,59.0,25.0,22.0,33.5,17.175564037317663,True,84
AAPP-011,"UNION DE 1/2""",AAPP,2025,35,20.0,20.0,9.0,14.5,6.350852961085882,True,36
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,35,1.0,1.0,5.0,3.25,2.6299556396765835,True,8
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,35,1.0,2.0,7.0,3.75,2.7537852736430493,True,9
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,35,1.0,2.0,1.0,6.0,9.345230512584124,True,15
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,35,8.0,5.0,4.0,5.75,1.48,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,35,5.0,8.0,7.0,6.25,1.3,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,35,6.0,5.0,6.0,5.0,1.22,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,35,5.0,5.0,5.0,5.25,0.43,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,35,3.0,3.0,5.0,4.75,2.05,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,35,1.0,2.0,13.0,6.5,5.12,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,35,6.0,3.0,4.0,5.75,2.68,True,15
30369,"TUBOS DE 2""",AASS,2025,36,159.0,7.0,4.0,45.25,75.88752642342921,True,113
30370,"TUBOS DE 3"" - 3ML",AASS,2025,36,56.0,3.0,13.0,18.25,25.70829956777901,True,46
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,36,94.0,1.0,6.0,26.25,45.2133829745132,True,66
30372,"CODOS DE 2"" X 45",AASS,2025,36,6.0,17.0,20.0,14.75,6.075908711186062,True,37
30373,"CODOS DE 2"" X90",AASS,2025,36,8.0,42.0,20.0,21.5,14.548768561863463,True,54
30378,"REJILLA CROMADA DE 2""",AASS,2025,36,5.0,6.0,4.0,4.0,2.1602468994692843,True,10
30385,"TEE DE 2""",AASS,2025,36,3.0,9.0,2.0,4.0,3.366501646120693,True,10
30389,YEE 4A2,AASS,2025,36,1.0,2.0,5.0,3.0,1.8257418583505527,True,8
30412,"CODO 1/2"" X45",AAPP,2025,36,11.0,18.0,12.0,12.5,3.872983346207419,True,31
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,36,103.0,105.0,59.0,87.75,21.375609153113423,True,219
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,36,3.0,6.0,2.0,3.5,1.7320508075688774,True,9
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,36,24.0,24.0,23.0,19.0,9.345230512584124,True,48
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,36,15.0,16.0,6.0,11.0,5.228129047119375,True,28
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,36,2.0,3.0,7.0,4.5,2.38047614284762,True,11
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,36,2.0,1.0,8.0,3.25,3.2015621187164243,True,8
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,36,15.0,14.0,13.0,12.25,3.593976442141305,True,31
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,36,21.0,20.0,15.0,16.5,5.0662280511902935,True,41
30512,TEFLON 19MM*02MM*15M,AAPP,2025,36,11.0,6.0,12.0,9.5,2.645751311064594,True,24
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,36,4.0,4.0,2.0,3.0,1.1547005383792508,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,36,14.0,18.0,5.0,9.75,7.500000000000001,True,24
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,36,41.0,59.0,25.0,36.75,17.017148213885108,True,92
AAPP-011,"UNION DE 1/2""",AAPP,2025,36,11.0,20.0,20.0,15.0,5.830951894845299,True,38
AAPP-013,"TAPON HEMBRA DE 1/2""",AAPP,2025,36,1.0,8.0,8.0,5.25,3.4034296427770228,True,13
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,36,10.0,1.0,1.0,4.25,4.272001872658765,True,11
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,36,6.0,1.0,2.0,4.0,2.9439202887759475,True,10
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,36,42.0,4.0,1.0,12.25,19.872510326243805,True,31
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,36,38.0,1.0,2.0,10.5,18.33939293797189,True,26
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,36,3.0,8.0,5.0,5.0,1.87,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,36,4.0,5.0,8.0,6.0,1.58,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,36,2.0,6.0,5.0,4.75,1.64,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,36,4.0,5.0,5.0,4.75,0.43,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,36,4.0,3.0,3.0,3.75,0.83,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,36,4.0,1.0,2.0,5.0,4.74,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,36,4.0,6.0,3.0,4.25,1.09,True,15
30369,"TUBOS DE 2""",AASS,2025,37,2.0,159.0,7.0,43.0,77.36062736732858,True,108
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,37,7.0,94.0,1.0,27.0,44.74371464239419,True,68
30372,"CODOS DE 2"" X 45",AASS,2025,37,21.0,6.0,17.0,16.0,6.879922480183431,True,40
30373,"CODOS DE 2"" X90",AASS,2025,37,17.0,8.0,42.0,21.75,14.430869689661812,True,54
30376,"CODOS DE 4"" X 45",AASS,2025,37,3.0,3.0,3.0,4.5,3.0,True,11
30377,"CODOS DE 4"" X 90",AASS,2025,37,2.0,2.0,4.0,3.0,1.154700538379251,True,8
30378,"REJILLA CROMADA DE 2""",AASS,2025,37,2.0,5.0,6.0,4.25,1.7078251276599297,True,11
30386,"YEE DE 2""",AASS,2025,37,2.0,4.0,3.0,3.0,0.8164965809277257,True,8
30388,"YEE 4""",AASS,2025,37,3.0,2.0,3.0,3.0,0.8164965809277257,True,8
30389,YEE 4A2,AASS,2025,37,5.0,1.0,2.0,3.25,2.06155281280883,True,8
30397,"SIFON DE 2""",AASS,2025,37,8.0,6.0,8.0,7.75,1.258305739211788,True,19
30412,"CODO 1/2"" X45",AAPP,2025,37,18.0,11.0,18.0,14.75,3.7749172176353767,True,37
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,37,71.0,103.0,105.0,84.5,23.05789814069501,True,211
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,37,1.0,3.0,6.0,3.0,2.160246899469287,True,8
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,37,10.0,24.0,24.0,20.25,6.849574196011505,True,51
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,37,13.0,15.0,16.0,12.5,4.509249752822895,True,31
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,37,3.0,2.0,3.0,3.75,2.217355782608348,True,9
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,37,11.0,15.0,14.0,13.25,1.7078251276599343,True,33
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,37,20.0,21.0,20.0,19.0,2.708012801545454,True,48
30512,TEFLON 19MM*02MM*15M,AAPP,2025,37,6.0,11.0,6.0,8.75,3.201562118716427,True,22
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,37,2.0,14.0,18.0,9.75,7.500000000000001,True,24
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,37,30.0,41.0,59.0,38.75,15.06375340566442,True,97
AAPP-011,"UNION DE 1/2""",AAPP,2025,37,8.0,11.0,20.0,14.75,6.184658438426489,True,37
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,37,13.0,6.0,1.0,5.5,5.44671154612273,True,14
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,37,3.0,42.0,4.0,12.5,19.70617500514327,True,31
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,37,5.0,3.0,8.0,5.25,1.79,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,37,4.0,4.0,5.0,5.25,1.64,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,37,6.0,2.0,6.0,4.75,1.64,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,37,4.0,4.0,5.0,4.5,0.5,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,37,4.0,4.0,3.0,3.5,0.5,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,37,9.0,4.0,1.0,4.0,3.08,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,37,4.0,4.0,6.0,4.25,1.09,True,15
30369,"TUBOS DE 2""",AASS,2025,38,19.0,2.0,159.0,46.75,75.17257922052872,True,117
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,38,8.0,7.0,94.0,27.5,44.44097208657794,True,69
30372,"CODOS DE 2"" X 45",AASS,2025,38,36.0,21.0,6.0,20.0,12.409673645990855,True,50
30373,"CODOS DE 2"" X90",AASS,2025,38,41.0,17.0,8.0,27.0,17.146428199482248,True,68
30376,"CODOS DE 4"" X 45",AASS,2025,38,8.0,3.0,3.0,4.25,2.5,True,11
30377,"CODOS DE 4"" X 90",AASS,2025,38,10.0,2.0,2.0,4.5,3.7859388972001824,True,11
30381,"REJILLA PLASTICA DE 3""",AASS,2025,38,2.0,5.0,5.0,11.0,14.071247279470288,True,28
30386,"YEE DE 2""",AASS,2025,38,7.0,2.0,4.0,4.0,2.1602468994692865,True,10
30388,"YEE 4""",AASS,2025,38,4.0,3.0,2.0,3.0,0.8164965809277257,True,8
30389,YEE 4A2,AASS,2025,38,10.0,5.0,1.0,4.5,4.041451884327381,True,11
30397,"SIFON DE 2""",AASS,2025,38,6.0,8.0,6.0,7.0,1.1547005383792477,True,18
30412,"CODO 1/2"" X45",AAPP,2025,38,10.0,18.0,11.0,14.25,4.349329450233298,True,36
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,38,41.0,71.0,103.0,80.0,30.30951445778481,True,200
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,38,10.0,2.0,24.0,11.25,9.215023964519393,True,28
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,38,5.0,1.0,3.0,3.75,2.217355782608345,True,9
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,38,7.0,10.0,24.0,16.25,9.032349269892816,True,41
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,38,1.0,13.0,15.0,11.25,6.946221994724902,True,28
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,38,5.0,3.0,2.0,3.25,1.2583057392117964,True,8
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,38,8.0,2.0,1.0,4.75,3.774917217635375,True,12
30512,TEFLON 19MM*02MM*15M,AAPP,2025,38,14.0,6.0,11.0,9.25,3.947573094109006,True,23
30532,"REJILLA PLASTICA DE 2""",AASS,2025,38,1.0,6.0,3.0,3.0,2.160246899469286,True,8
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,38,3.0,4.0,4.0,3.25,0.9574271077563372,True,8
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,38,2.0,6.0,3.0,3.25,1.8929694486000912,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,38,5.0,2.0,14.0,9.75,7.500000000000001,True,24
AAPP-006,"TEE DE 3/4""",AAPP,2025,38,4.0,6.0,4.0,4.5,1.0000000000000049,True,11
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,38,12.0,30.0,41.0,35.5,19.706175005143265,True,89
AAPP-011,"UNION DE 1/2""",AAPP,2025,38,2.0,8.0,11.0,10.25,7.499999999999998,True,26
AAPP-013,"TAPON HEMBRA DE 1/2""",AAPP,2025,38,6.0,1.0,8.0,5.75,3.304037933599835,True,14
AAPP-017,TEE 2/4 PEGABLE,AAPP,2025,38,1.0,2.0,2.0,4.25,5.188127472091126,True,11
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,38,12.0,10.0,1.0,6.0,5.830951894845301,True,15
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,38,9.0,13.0,6.0,7.25,5.057996968497838,True,18
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,38,7.0,3.0,42.0,14.0,18.7438878926794,True,35
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,38,8.0,5.0,3.0,6.0,2.12,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,38,6.0,4.0,4.0,4.75,0.83,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,38,4.0,6.0,2.0,4.5,1.66,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,38,2.0,4.0,4.0,3.75,1.09,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,38,10.0,4.0,4.0,5.25,2.77,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,38,2.0,9.0,4.0,4.0,3.08,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,38,4.0,4.0,4.0,4.5,0.87,True,15
30369,"TUBOS DE 2""",AASS,2025,39,6.0,19.0,2.0,46.5,75.35029307618296,True,116
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,39,4.0,8.0,7.0,28.25,43.86627406105971,True,71
30372,"CODOS DE 2"" X 45",AASS,2025,39,27.0,36.0,21.0,22.5,12.609520212918492,True,56
30373,"CODOS DE 2"" X90",AASS,2025,39,20.0,41.0,17.0,21.5,13.96424004376894,True,54
30376,"CODOS DE 4"" X 45",AASS,2025,39,5.0,8.0,3.0,4.75,2.362907813126304,True,12
30377,"CODOS DE 4"" X 90",AASS,2025,39,4.0,10.0,2.0,4.5,3.7859388972001824,True,11
30378,"REJILLA CROMADA DE 2""",AASS,2025,39,2.0,2.0,5.0,3.75,2.061552812808828,True,9
30386,"YEE DE 2""",AASS,2025,39,3.0,7.0,2.0,4.0,2.1602468994692865,True,10
30388,"YEE 4""",AASS,2025,39,8.0,4.0,3.0,4.25,2.6299556396765835,True,11
30389,YEE 4A2,AASS,2025,39,4.0,10.0,5.0,5.0,3.7416573867739418,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,39,4.0,5.0,1.0,2.75,2.0615528128088303,True,7
30397,"SIFON DE 2""",AASS,2025,39,6.0,6.0,8.0,6.5,0.9999999999999952,True,16
30412,"CODO 1/2"" X45",AAPP,2025,39,6.0,10.0,18.0,11.25,4.99165971062398,True,28
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,39,32.0,41.0,71.0,61.75,32.159757461772,True,154
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,39,6.0,10.0,2.0,10.5,9.57427107756338,True,26
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,39,5.0,7.0,10.0,11.5,8.582928793055821,True,29
30435,UNION ROSCABLE 3/4,AAPP,2025,39,11.0,6.0,9.0,7.75,2.753785273643051,True,19
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,39,4.0,1.0,13.0,8.25,6.800735254367722,True,21
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,39,10.0,5.0,3.0,5.0,3.5590260840104384,True,12
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,39,4.0,8.0,2.0,3.75,3.095695936834452,True,9
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,39,2.0,11.0,15.0,10.5,5.916079783099617,True,26
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,39,10.0,20.0,21.0,17.75,5.188127472091197,True,44
30512,TEFLON 19MM*02MM*15M,AAPP,2025,39,15.0,14.0,6.0,11.5,4.041451884327383,True,29
30532,"REJILLA PLASTICA DE 2""",AASS,2025,39,6.0,1.0,6.0,4.0,2.449489742783177,True,10
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,39,6.0,3.0,4.0,4.25,1.258305739211791,True,11
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,39,2.0,5.0,2.0,5.75,5.6789083458002745,True,14
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,39,13.0,12.0,30.0,24.0,14.02378931197508,True,60
AAPP-011,"UNION DE 1/2""",AAPP,2025,39,10.0,2.0,8.0,7.75,4.031128874149273,True,19
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,39,1.0,12.0,10.0,6.0,5.830951894845301,True,15
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,39,1.0,9.0,13.0,7.25,5.057996968497838,True,18
OF1-031,REDUCTOR 25*20 PRESIOM,AAPP,2025,39,3.0,9.0,4.0,4.5,3.1091263510296048,True,11
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,39,8.0,8.0,5.0,6.0,2.12,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,39,1.0,6.0,4.0,3.75,1.79,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,39,4.0,4.0,6.0,4.0,1.41,True,12
